"month","site_no","NO3_Estimate","NO3_Upper","NO3_Lower"
"2015-02","usgs08164000",3847.631848420888,9359.14407321977,1572.4320906275325
"2015-03","usgs08164000",6230.980425093059,15190.148834809876,2585.5130640661264
"2015-04","usgs08164000",3649.0097083120168,8074.178078382854,1676.3018660045861
"2015-05","usgs08164000",4589.478017892441,10646.6245035178,1946.3540498994046
"2015-06","usgs08164000",3011.1645121028077,6534.948664949337,1387.6971594599945
"2015-07","usgs08164000",2385.440814805103,5347.315926999703,1032.404729419862
"2015-08","usgs08164000",4785.534447965543,12077.879564302217,1957.9169317572887
"2015-09","usgs08164000",4043.050771331001,9516.770286954954,1669.0331048376565
"2015-10","usgs08164000",4738.696072432725,10384.160459459332,2199.6634175471618
"2015-11","usgs08164000",7159.491473642866,16774.312157686298,3187.3648022043076
"2015-12","usgs08164000",7528.561878068574,16974.113776644306,3468.045683049317
"2016-01","usgs08164000",7165.285011155203,15636.005996619535,3463.446159790885
"2016-02","usgs08164000",4925.087945156412,10660.578656101625,2393.9797894656954
"2016-03","usgs08164000",8379.148422820028,18615.905101694592,4020.2240701994924
"2016-04","usgs08164000",4396.932163836289,9061.39393727595,2223.305863715159
"2016-05","usgs08164000",5756.029438277001,12526.993485336236,2728.61894782919
"2016-06","usgs08164000",3429.053984045119,7091.150856126072,1691.649546780877
"2016-07","usgs08164000",2709.0224920424325,5836.889449287169,1281.4097236253294
"2016-08","usgs08164000",5584.068978566501,13191.12522481443,2440.2921143372882
"2016-09","usgs08164000",3032.6774830753175,6871.799517640035,1318.9876076419384
"2016-10","usgs08164000",4044.8546167804047,8790.080967034184,1854.8094412142557
"2016-11","usgs08164000",5154.94482830555,12023.96010491262,2216.6003633935857
"2016-12","usgs08164000",4971.207862224716,11274.942176626932,2198.488418903858
"2017-01","usgs08164000",3942.8499055794027,8823.038007739096,1793.5525649788628
"2017-02","usgs08164000",2356.4248685239036,5377.983112490002,1050.621633040007
"2017-03","usgs08164000",3406.6438790110374,7781.859185885772,1514.557144582284
"2017-04","usgs08164000",1787.334134151837,3922.888914387106,823.2142323694723
"2017-05","usgs08164000",1990.5432444743876,4428.91398977582,898.3962375413622
"2017-06","usgs08164000",1130.8012986440297,2420.180027512147,533.5976836741373
"2017-07","usgs08164000",804.3776806117917,1753.0869055595865,359.6885249150327
"2017-08","usgs08164000",1331.5856964946013,2983.8793321393186,601.8042500727405
"2017-09","usgs08164000",1082.7123473366926,2411.8438879415094,477.0700025968735
"2017-10","usgs08164000",1097.898977129154,2293.248387860129,532.38605737308
"2017-11","usgs08164000",1551.6733431032621,3401.2181443628897,719.5502680257366
"2017-12","usgs08164000",1550.3354593332683,3300.2284640672337,748.2338125538546
"2018-01","usgs08164000",1377.962935840218,2932.6554568496817,674.3989343196821
"2018-02","usgs08164000",930.9815306714387,1967.1871976955197,456.0637764904706
"2018-03","usgs08164000",1563.9484783688824,3351.319157276931,756.3302842530046
"2018-04","usgs08164000",953.1445547956253,1981.350619009274,484.42211114878717
"2018-05","usgs08164000",1276.4225546830905,2641.387071767242,646.6205273947362
"2018-06","usgs08164000",890.6135302669952,1796.6625966785687,469.54577616829584
"2018-07","usgs08164000",740.4899837590315,1557.3869581173315,366.71146248202814
"2018-08","usgs08164000",1650.9914558985488,3391.490665196818,808.6474486030269
"2018-09","usgs08164000",1426.1364380281689,2833.4448218122097,712.038386027964
"2018-10","usgs08164000",1823.4062824463676,3478.83127590267,958.3183615294524
"2018-11","usgs08164000",2928.639184834745,5830.788482332705,1483.2495595673686
"2018-12","usgs08164000",3237.5058716347007,5956.0729351733335,1761.9662916027569
"2019-01","usgs08164000",3284.0770258880866,6049.272121211747,1801.1104629533652
"2019-02","usgs08164000",2307.908779980371,4367.384830709821,1243.8078918390313
"2019-03","usgs08164000",3999.120740550846,7816.167492206395,2117.5756303135354
"2019-04","usgs08164000",2478.906078610478,4744.089288378694,1318.6137866543768
"2019-05","usgs08164000",3173.461517095575,6069.746247630903,1667.4451393708623
"2019-06","usgs08164000",2082.3539671113363,4110.7751707212665,1060.8241087198426
"2019-07","usgs08164000",1615.9736677384171,3317.031712505593,746.1077775837114
"2019-08","usgs08164000",2844.145266564304,6337.614154077922,1221.5283678327855
"2019-09","usgs08164000",2316.6340076790766,5079.520035537916,1036.001526583603
"2019-10","usgs08164000",2307.207546217338,4976.179821379025,1032.2535365975573
"2019-11","usgs08164000",3067.504421149583,7164.213518318815,1296.4594337447536
"2019-12","usgs08164000",2906.686590366871,6640.617355075297,1274.6461737702468
"2020-01","usgs08164000",2443.658188651637,5816.647734130884,1044.8581208646933
"2020-02","usgs08164000",1594.6566800784267,3927.680574529857,654.2432494202008
"2020-03","usgs08164000",2665.986379856522,6747.641239474114,1077.7801535541462
"2020-04","usgs08164000",1412.6746009773133,3602.967257273038,581.1748582095898
"2020-05","usgs08164000",1938.4349398583745,5070.458699085108,783.8010574918123
"2020-06","usgs08164000",1250.419930975568,3343.89989126371,489.3094229435471
"2020-07","usgs08164000",1052.4667321169193,2976.1168663010985,395.5797888723231
"2020-08","usgs08164000",2568.375387438169,7312.357934231288,909.4345267866794
"2020-09","usgs08164000",1447.7611121174764,3927.3858925528693,542.1310932667465
"2020-10","usgs08164000",2156.225807010882,5834.589542515256,813.7237633218607
"2020-11","usgs08164000",3029.356090061545,8283.89689922567,1120.8817119639941
"2020-12","usgs08164000",3196.3170415960462,8554.853462272406,1248.9780388753295
"2005-01","usgs08164525",5444.347987561423,9443.600482962087,3178.148496396541
"2005-02","usgs08164525",8513.533898822147,14154.115651211287,5186.015111253418
"2005-03","usgs08164525",15264.413656159213,24672.510923707163,9324.030236769668
"2005-04","usgs08164525",21663.616020718022,31620.70728621473,14958.681877504298
"2005-05","usgs08164525",36215.356797346234,55414.806858590775,23947.986762861554
"2005-06","usgs08164525",34905.13697001381,55647.73360981921,22323.548575794997
"2005-07","usgs08164525",31016.503698542467,47696.141939991154,20620.28654250472
"2005-08","usgs08164525",9165.956148123349,14773.977193335033,5753.77675726568
"2005-09","usgs08164525",8018.668084833123,13418.041342355642,4848.924677535475
"2005-10","usgs08164525",4985.759391962688,8631.8216339008,2857.5139793347253
"2005-11","usgs08164525",14150.459839097992,25217.70262238997,8107.193922939824
"2005-12","usgs08164525",4840.293479620053,8251.92839174963,2862.329213239154
"2006-01","usgs08164525",5444.347976941583,9443.600467241913,3178.148490354189
"2006-02","usgs08164525",8513.533879933611,14154.115625667775,5186.0150989065405
"2006-03","usgs08164525",15264.413618373172,24672.510889613222,9324.03020329431
"2006-04","usgs08164525",21663.615960411655,31620.707179230478,14958.681822388162
"2006-05","usgs08164525",36215.35669141541,55414.80673271288,23947.98669261947
"2006-06","usgs08164525",34905.13686304099,55647.73329528425,22323.54852211432
"2006-07","usgs08164525",31016.50360071963,47696.14183829857,20620.28650790138
"2006-08","usgs08164525",9165.956119255912,14773.977139454699,5753.776732888154
"2006-09","usgs08164525",8018.668059651577,13418.041326521006,4848.924658751725
"2006-10","usgs08164525",4985.759376643871,8631.821599767007,2857.513975715201
"2006-11","usgs08164525",14150.459797648355,25217.70251010687,8107.193919201953
"2006-12","usgs08164525",4840.293465935987,8251.928345936234,2862.3292053837754
"2007-01","usgs08164525",5444.34796261135,9443.600441558487,3178.1484838842202
"2007-02","usgs08164525",8513.533859045767,14154.115588610568,5186.015088846151
"2007-03","usgs08164525",15264.413583547905,24672.510870090962,9324.030165657476
"2007-04","usgs08164525",21663.615915784416,31620.70707643354,14958.681771802163
"2007-05","usgs08164525",36215.3566224884,55414.80672490426,23947.98664065598
"2007-06","usgs08164525",34905.13680216089,55647.73301722848,22323.54853809856
"2007-07","usgs08164525",31016.50355007711,47696.14183379985,20620.286505783853
"2007-08","usgs08164525",9165.956105024385,14773.977103956915,5753.776727210301
"2007-09","usgs08164525",8018.668047283362,13418.04133437445,4848.924653610744
"2007-10","usgs08164525",4985.7593689097575,8631.821578612333,2857.513977790102
"2007-11","usgs08164525",14150.459773322546,25217.702463923557,8107.193933240077
"2007-12","usgs08164525",4840.293456969718,8251.928308319859,2862.3291959167736
"2008-01","usgs08164525",5444.347951186622,9443.600405319818,3178.1484831404337
"2008-02","usgs08164525",8780.966285101513,14595.343483119967,5348.005041626326
"2008-03","usgs08164525",15743.754355022353,25334.00430566659,9673.991187822046
"2008-04","usgs08164525",21198.489346397637,30948.710146636073,14627.912746958467
"2008-05","usgs08164525",36550.019844116425,56025.01034053299,24132.628665366912
"2008-06","usgs08164525",35325.851054415994,56271.692239476375,22615.884025052514
"2008-07","usgs08164525",30051.24184869708,46150.63889367446,20005.89382252575
"2008-08","usgs08164525",10747.864816558182,17387.67649092536,6742.916095740221
"2008-09","usgs08164525",6401.388636918399,10744.750642477606,3838.648330533141
"2008-10","usgs08164525",5026.4112124396115,8712.14867767354,2876.3597384646696
"2008-11","usgs08164525",14131.21708360228,25179.71612752906,8098.4559496626525
"2008-12","usgs08164525",5627.284292765565,9743.193840663986,3300.450815751453
"2009-01","usgs08164525",5444.347892066282,9443.60027601153,3178.14845902358
"2009-02","usgs08164525",8513.533738610971,14154.115333376685,5186.015040354491
"2009-03","usgs08164525",15264.413349924775,24672.510434377906,9324.030022585664
"2009-04","usgs08164525",21663.61555058089,31620.706433843025,14958.681490862898
"2009-05","usgs08164525",36215.35596354513,55414.80584166753,23947.98621367728
"2009-06","usgs08164525",34905.136118492876,55647.73172843051,22323.54828148977
"2009-07","usgs08164525",31016.502910865707,47696.1408775115,20620.28612888288
"2009-08","usgs08164525",9165.95589766727,14773.976699396604,5753.776627271818
"2009-09","usgs08164525",8018.667861334561,13418.04105091439,4848.924573648872
"2009-10","usgs08164525",4985.759244645924,8631.821354971216,2857.5139128176575
"2009-11","usgs08164525",14150.45940490431,25217.701839668098,8107.193764023171
"2009-12","usgs08164525",4840.293327400688,8251.928079086765,2862.329103933334
"2010-01","usgs08164525",5444.347798484843,9443.600090349115,3178.1484164948083
"2010-02","usgs08164525",8513.533593972652,14154.115068190755,5186.014959923352
"2010-03","usgs08164525",15264.413094638972,24672.5099657543,9324.029862704152
"2010-04","usgs08164525",21663.6151969865,31620.705842498923,14958.681214336146
"2010-05","usgs08164525",36215.35539437314,55414.80498198683,23947.985830757752
"2010-06","usgs08164525",34905.13559281603,55647.73087964722,22323.547988781636
"2010-07","usgs08164525",31016.50245940231,47696.140252442165,20620.285849862514
"2010-08","usgs08164525",9165.955776991601,14773.976454336875,5753.776551340506
"2010-09","usgs08164525",8018.667759090015,13418.040877410236,4848.924533490529
"2010-10","usgs08164525",4985.759188023611,8631.821253941596,2857.5138839060696
"2010-11","usgs08164525",14150.459260978154,25217.70147810406,8107.193700329427
"2010-12","usgs08164525",4840.2932820554415,8251.927999648611,2862.329067384248
"2011-01","usgs08164525",5444.347755228477,9443.599997303954,3178.1484031236714
"2011-02","usgs08164525",8513.533535479592,14154.114931698803,5186.014924950193
"2011-03","usgs08164525",15264.41300498724,24672.509776389918,9324.029791895788
"2011-04","usgs08164525",21663.615097877984,31620.705628393138,14958.681093438756
"2011-05","usgs08164525",36215.35526540802,55414.80489265866,23947.9857020305
"2011-06","usgs08164525",34905.135504836864,55647.7308072961,22323.54792415264
"2011-07","usgs08164525",31016.50240453899,47696.14036751596,20620.28580063877
"2011-08","usgs08164525",9165.955772746092,14773.976403926268,5753.776540523807
"2011-09","usgs08164525",8018.667758282489,13418.040857376314,4848.924558202049
"2011-10","usgs08164525",4985.759192506322,8631.821257293606,2857.5138925045007
"2011-11","usgs08164525",14150.459281659058,25217.70135509078,8107.193731107793
"2011-12","usgs08164525",4840.293290997193,8251.92800224178,2862.3290631798154
"2012-01","usgs08164525",5444.347768757411,9443.600002661857,3178.1484240604705
"2012-02","usgs08164525",8780.96599666296,14595.342842538783,5348.004890760557
"2012-03","usgs08164525",15743.753848962751,25334.00331288335,9673.990847795772
"2012-04","usgs08164525",21198.488685004795,30948.708911865135,14627.912117685773
"2012-05","usgs08164525",36550.01873674401,56025.00895266869,24132.627843443734
"2012-06","usgs08164525",35325.85001701724,56271.690581221665,22615.883446116
"2012-07","usgs08164525",30051.240986500754,46150.63815872627,20005.893238086977
"2012-08","usgs08164525",10747.86452525801,17387.675886648663,6742.915934895268
"2012-09","usgs08164525",6401.388466523321,10744.750268902144,3838.648304042719
"2012-10","usgs08164525",5026.411085559093,8712.148436451875,2876.3596841476137
"2012-11","usgs08164525",14131.216743697189,25179.715115513372,8098.4558223201775
"2012-12","usgs08164525",5627.284162692863,9743.193573123646,3300.4507042116634
"2013-01","usgs08164525",5444.347773670764,9443.599992673926,3178.1484426630905
"2013-02","usgs08164525",8513.533562975741,14154.114868539327,5186.01494627081
"2013-03","usgs08164525",15264.413051450616,24672.50973722462,9324.029805697643
"2013-04","usgs08164525",21663.61515794813,31620.705576369273,14958.680980015382
"2013-05","usgs08164525",36215.355350973696,55414.80537154167,23947.985687439606
"2013-06","usgs08164525",34905.135572068815,55647.73106663862,22323.547824586858
"2013-07","usgs08164525",31016.50245407391,47696.14092343604,20620.285769574326
"2013-08","usgs08164525",9165.95578012548,14773.976319839676,5753.776536999938
"2013-09","usgs08164525",8018.667762878407,13418.040798523716,4848.9246257784425
"2013-10","usgs08164525",4985.759191828072,8631.821240701584,2857.513904004513
"2013-11","usgs08164525",14150.459272517042,25217.70108905301,8107.19374599929
"2013-12","usgs08164525",4840.293286182337,8251.927950088875,2862.329049876447
"2014-01","usgs08164525",5444.347760179419,9443.59995156602,3178.1484516370456
"2014-02","usgs08164525",8513.533542489824,14154.114779676054,5186.014940633368
"2014-03","usgs08164525",15264.413016010238,24672.509603755432,9324.029790301536
"2014-04","usgs08164525",21663.61511102734,31620.705408873033,14958.680862962932
"2014-05","usgs08164525",36215.355280503034,55414.805399881705,23947.985616895796
"2014-06","usgs08164525",34905.13551208743,55647.7310452803,22323.54770300382
"2014-07","usgs08164525",31016.50240622185,47696.14104766645,20620.28572406897
"2014-08","usgs08164525",9165.955769960347,14773.9762458055,5753.77652745554
"2014-09","usgs08164525",8018.66775499566,13418.040749954685,4848.924653166091
"2014-10","usgs08164525",4985.759188847642,8631.82123245692,2857.513909448971
"2014-11","usgs08164525",14150.459267925096,25217.701001175046,8107.193754220589
"2014-12","usgs08164525",4840.293285513198,8251.92792821205,2862.3290456335385
"2015-01","usgs08164525",5444.347761114083,9443.599935088021,3178.148467054802
"2015-02","usgs08164525",8513.533545180146,14154.114720140602,5186.0149512084
"2015-03","usgs08164525",15264.4130228326,24672.50954507764,9324.029802323146
"2015-04","usgs08164525",21663.61512388646,31620.705364351423,14958.680802545103
"2015-05","usgs08164525",36215.35530244733,55414.80559237118,23947.985607340273
"2015-06","usgs08164525",34905.13553249769,55647.731103998696,22323.547679442323
"2015-07","usgs08164525",31016.50242331923,47696.141232919064,20620.28572023901
"2015-08","usgs08164525",9165.955772351319,14773.97620044429,5753.77652398612
"2015-09","usgs08164525",8018.667756352766,13418.040734221675,4848.924679171333
"2015-10","usgs08164525",4985.759188179857,8631.82123538301,2857.5139165176506
"2015-11","usgs08164525",14150.459260599866,25217.700965115793,8107.193762236517
"2015-12","usgs08164525",4840.293281663476,8251.927905625485,2862.329041145972
"2016-01","usgs08164525",5444.347754089378,9443.599907186339,3178.148474922141
"2016-02","usgs08164525",8780.965967328375,14595.3425472672,5348.004906672547
"2016-03","usgs08164525",15743.753786280193,25334.002996826657,9673.990840106842
"2016-04","usgs08164525",21198.48858243921,30948.70852487902,14627.911749116498
"2016-05","usgs08164525",36550.018532617105,56025.009274503245,24132.62760610266
"2016-06","usgs08164525",35325.84979282256,56271.69029437307,22615.883129753813
"2016-07","usgs08164525",30051.24077939401,46150.63868025453,20005.892995557493
"2016-08","usgs08164525",10747.86443894238,17387.67555301544,6742.91590501332
"2016-09","usgs08164525",6401.388412923036,10744.75010122264,3838.6483350545514
"2016-10","usgs08164525",5026.4110387219525,8712.148355404388,2876.3596829792396
"2016-11","usgs08164525",14131.216601971726,25179.714703035002,8098.455780659404
"2016-12","usgs08164525",5627.28410311278,9743.193379244414,3300.450659089159
"2017-01","usgs08164525",5444.347711606173,9443.599825454545,3178.1484591815542
"2017-02","usgs08164525",8513.533460988085,14154.114502162634,5186.0149295310075
"2017-03","usgs08164525",15264.412860303057,24672.509253964497,9324.029719103939
"2017-04","usgs08164525",21663.614871243553,31620.705044881506,14958.68053181878
"2017-05","usgs08164525",36215.35485231237,55414.80538187174,23947.985268688903
"2017-06","usgs08164525",34905.135072470985,55647.73024408358,22323.54737685052
"2017-07","usgs08164525",31016.501997766693,47696.1410797566,20620.28537566725
"2017-08","usgs08164525",9165.955638474472,14773.975922113803,5753.776417852142
"2017-09","usgs08164525",8018.6676373038645,13418.040590534616,4848.924625640471
"2017-10","usgs08164525",4985.759110593267,8631.821120097167,2857.5138768816514
"2017-11","usgs08164525",14150.459035661963,25217.700695824136,8107.193652890753
"2017-12","usgs08164525",4840.2932037050805,8251.927753589047,2862.3289849074035
"2018-01","usgs08164525",5444.34766448762,9443.599740396605,3178.1484365210026
"2018-02","usgs08164525",8513.53338974113,14154.114384016268,5186.014902497238
"2018-03","usgs08164525",15264.412737045175,24672.509106881444,9324.029642228359
"2018-04","usgs08164525",21663.61470508981,31620.704816760343,14958.680378181401
"2018-05","usgs08164525",36215.354589312956,55414.80522740351,23947.985036657
"2018-06","usgs08164525",34905.13483368989,55647.72982487813,22323.547196926564
"2018-07","usgs08164525",31016.501795534557,47696.14114845348,20620.285204406533
"2018-08","usgs08164525",9165.9555851158,14773.975820448648,5753.776366542546
"2018-09","usgs08164525",8018.667592202639,13418.04055236561,4848.924595376008
"2018-10","usgs08164525",4985.759085579917,8631.82108906834,2857.513860733679
"2018-11","usgs08164525",14150.458971054593,25217.700651878076,8107.19362942072
"2018-12","usgs08164525",4840.2931830953175,8251.92771313895,2862.3289631784796
"2019-01","usgs08164525",5444.347644318333,9443.599697915652,3178.1484242002152
"2019-02","usgs08164525",8513.533361262833,14154.114345039805,5186.014894751661
"2019-03","usgs08164525",15264.412690953535,24672.5090918095,9324.029604676343
"2019-04","usgs08164525",21663.614649117637,31620.704728339675,14958.680311477596
"2019-05","usgs08164525",36215.35450646866,55414.8052368601,23947.984935321194
"2019-06","usgs08164525",34905.134764207185,55647.729617655714,22323.54713644422
"2019-07","usgs08164525",31016.50174020405,47696.14128946431,20620.28514367591
"2019-08","usgs08164525",9165.955571799741,14773.97579352525,5753.77634334258
"2019-09","usgs08164525",8018.667581303357,13418.04055320434,4848.924584320764
"2019-10","usgs08164525",4985.759080222948,8631.821091674254,2857.5138555163276
"2019-11","usgs08164525",14150.458958082307,25217.700676721826,8107.193633706493
